IdUnidade,Sigla,Descricao,SinProtocolo,SinArquivamento,SinOuvidoria
110004737,PCMG/BH/4DRPC/LESTE/1DPC/CART,Cartório/1DPC/4DRPC/LESTE/1DepPC/BELO HORIZONTE/PCMG,N,N,N
110004721,PCMG/BH/4DRPC/LESTE/1DPC/INSP,Inspetoria/1DPC/4DRPC/LESTE/1DepPC/BELO HORIZONTE/PCMG,N,N,N
110007409,PCMG/BH/4DRPC/LESTE/1DPC/PROT,Protocolo/1DPC/4DRPC/LESTE/1DepPC/BELO HORIZONTE/PCMG,N,N,N
110003806,PCMG/BH/4DRPC/LESTE/2DPC,2ª Delegacia de Polícia Civil - Gabinete/4DRPC/LESTE/BELO HORIZONTE/PCMG,N,N,N
110005330,PCMG/BH/4DRPC/LESTE/2DPC/CART,Cartório/2DPC/4DRPC/LESTE/1DepPC/BELO HORIZONTE/PCMG,N,N,N
110006109,PCMG/BH/4DRPC/LESTE/2DPC/INSP,Inspetoria/2DPC/4DRPC/LESTE/1DepPC/BELO HORIZONTE/PCMG,N,N,N
110006043,PCMG/BH/4DRPC/LESTE/2DPC/PROT,Protocolo/2DPC/4DRPC/LESTE/1DepPC/BELO HORIZONTE/PCMG,N,N,N
110003807,PCMG/BH/4DRPC/LESTE/3DPC,3ª Delegacia de Polícia Civil - Gabinete/4DRPC/LESTE/BELO HORIZONTE/PCMG,N,N,N
110006504,PCMG/BH/4DRPC/LESTE/3DPC/CART,Cartório/3DPC/4DRPC/LESTE/1DepPC/BELO HORIZONTE/PCMG,N,N,N
110006303,PCMG/BH/4DRPC/LESTE/3DPC/INSP,Inspetoria/3DPC/4DRPC/LESTE/1DepPC/BELO HORIZONTE/PCMG,N,N,N
110006505,PCMG/BH/4DRPC/LESTE/3DPC/PROT,Protocolo/3DPC/4DRPC/LESTE/1DepPC/BELO HORIZONTE/PCMG,N,N,N
110003808,PCMG/BH/4DRPC/LESTE/4DPC,4ª Delegacia de Polícia Civil - Gabinete/4DRPC/LESTE/BELO HORIZONTE/PCMG,N,N,N
110005949,PCMG/BH/4DRPC/LESTE/4DPC/CART,Cartório/4DPC/4DRPC/LESTE/1DepPC/BELO HORIZONTE/PCMG,N,N,N
110005725,PCMG/BH/4DRPC/LESTE/4DPC/INSP,Inspetoria/4DPC/4DRPC/LESTE/1DepPC/BELO HORIZONTE/PCMG,N,N,N
110006234,PCMG/BH/4DRPC/LESTE/4DPC/PROT,Protocolo/4DPC/4DRPC/LESTE/1DepPC/BELO HORIZONTE/PCMG,N,N,N
110005304,PCMG/BH/4DRPC/LESTE/ALMOXARIF,Almoxarifado/4DRPC/LESTE/1DepPC/BELO HORIZONTE/PCMG,N,N,N
110005301,PCMG/BH/4DRPC/LESTE/CARTÓRIO,Cartório/4DRPC/LESTE/1DepPC/BELO HORIZONTE/PCMG,N,N,N
110005300,PCMG/BH/4DRPC/LESTE/CHEF CART,Chefia de Cartório/4DRPC/LESTE/1DepPC/BH,N,N,N
110005302,PCMG/BH/4DRPC/LESTE/INSPETORIA,Inspetoria de Investigadores/4DRPC/LESTE/1DepPC/BELO HORIZONTE/PCMG,N,N,N
110005303,PCMG/BH/4DRPC/LESTE/MEDIAR,Projeto Mediar/4DRPC/LESTE/1DepPC/BELO HORIZONTE/PCMG,N,N,N
110005305,PCMG/BH/4DRPC/LESTE/PROTOCOLO,Protocolo/4DRPC/LESTE/1DepPC/BELO HORIZONTE/PCMG,N,N,N
110002545,PCMG/BH/5DRPC/SUL,5ª Delegacia Regional de Polícia Civil/SUL - Gabinete/1DepPC/BELO HORIZONTE/PCMG,N,N,N
110003810,PCMG/BH/5DRPC/SUL/1DPC,1ª Delegacia de Polícia Civil - Gabinete/5DRPC/SUL/BELO HORIZONTE/PCMG,N,N,N
110006746,PCMG/BH/5DRPC/SUL/1DPC/C PATR,Cartório de Patrimônio/1DPC/5DRPC/SUL/1DepPC/BELO HORIZONTE/PCMG,N,N,N
110006747,PCMG/BH/5DRPC/SUL/1DPC/C TOXIC,Cartório de Tóxicos/1DPC/5DRPC/SUL/1DepPC/BELO HORIZONTE/PCMG,N,N,N
110006745,PCMG/BH/5DRPC/SUL/1DPC/CH CART,Chefia de Cartório/1DPC/5DRPC/SUL/1DepPC/BELO HORIZONTE/PCMG,N,N,N
110006744,PCMG/BH/5DRPC/SUL/1DPC/INSP,Inspetoria/1DPC/5DRPC/SUL/1DepPC/BELO HORIZONTE/PCMG,N,N,N
110006748,PCMG/BH/5DRPC/SUL/1DPC/PROTOC,Protocolo/1DPC/5DRPC/SUL/1DepPC/BELO HORIZONTE/PCMG,N,N,N
110003811,PCMG/BH/5DRPC/SUL/2DPC,2ª Delegacia de Polícia Civil - Gabinete/5DRPC/SUL/BELO HORIZONTE/PCMG,N,N,N
110006025,PCMG/BH/5DRPC/SUL/2DPC/CART,Cartório/2DPC/5DRPC/SUL/1DepPC/BELO HORIZONTE/PCMG,N,N,N
110006028,PCMG/BH/5DRPC/SUL/2DPC/INSPET,Inspetoria/2DPC/5DRPC/SUL/1DepPC/BELO HORIZONTE/PCMG,N,N,N
110006029,PCMG/BH/5DRPC/SUL/2DPC/PRECAT,Setor de Cartas Precatórias/2DPC/5DRPC/SUL/1DepPC/BELO HORIZONTE/PCMG,N,N,N
110006027,PCMG/BH/5DRPC/SUL/2DPC/PROTOC,Protocolo/2DPC/5DRPC/SUL/1DepPC/BELO HORIZONTE/PCMG,N,N,N
110003813,PCMG/BH/5DRPC/SUL/3DPC,3ª Delegacia de Polícia Civil - Gabinete/5DRPC/SUL/1DepPC/BELO HORIZONTE/PCMG,N,N,N
110006727,PCMG/BH/5DRPC/SUL/3DPC/CART,Cartório/3DPC/5DRPC/SUL/1DepPC/BELO HORIZONTE/PCMG,N,N,N
110005726,PCMG/BH/5DRPC/SUL/3DPC/INSPET,Inspetoria/3DPC/5DRPC/SUL/1DepPC/BELO HORIZONTE/PCMG,N,N,N
110029358,PCMG/BH/5DRPC/SUL/3DPC/INVEST,Investigadores/3DPC/5DRPC/SUL/1DepPC/BELO HORIZONTE/PCMG,N,N,N
110005329,PCMG/BH/5DRPC/SUL/3DPC/PROTOC,Setor de Protocolo/3DPC/5DRPC/SUL/1DepPC/BELO HORIZONTE/PCMG,N,N,N
110007413,PCMG/BH/5DRPC/SUL/4DPC/CART,Cartório/4DPC/5DRPC/SUL/1DepPC/BELO HORIZONTE/PCMG,N,N,N
110007411,PCMG/BH/5DRPC/SUL/4DPC/GABINET,4ª Delegacia de Polícia Civil - Gabinete/5DRPC/SUL/1DepPC/BELO HORIZONTE/PCMG,N,N,N
110007412,PCMG/BH/5DRPC/SUL/4DPC/INSPET,Inspetoria/4DPC/5DRPC/SUL/1DepPC/BELO HORIZONTE/PCMG,N,N,N
110007414,PCMG/BH/5DRPC/SUL/4DPC/MEDIAR,Projeto Mediar/4DPC/5DRPC/SUL/1DepPC/BELO HORIZONTE/PCMG,N,N,N
110003390,PCMG/BH/5DRPC/SUL/CARTÓRIO,Cartório/5DRPC/SUL/1DepPC/BELO HORIZONTE/PCMG,N,N,N
110003466,PCMG/BH/5DRPC/SUL/EXPEDIENTE,Expediente/5DRPC/SUL/1DepPC/BELO HORIZONTE/PCMG,N,N,N
110003464,PCMG/BH/5DRPC/SUL/INSPETORIA,Inspetoria/5DRPC/SUL/1DepPC/BELO HORIZONTE/PCMG,N,N,N
110003383,PCMG/BH/5DRPC/SUL/PROTOCOLO,Protocolo/5DRPC/SUL/1DepPC/BELO HORIZONTE/PCMG,N,N,N
110003465,PCMG/BH/5DRPC/SUL/SIAD,SIAD/5DRPC/SUL/1DepPC/BELO HORIZONTE/PCMG,N,N,N
110003817,PCMG/BH/6DRPC/NOR/1DPC,1ª Delegacia de Polícia Civil - Gabinete/6DRPC/NOROESTE/1DepPC/BELO HORIZONTE/PCMG,N,N,N
110013518,PCMG/BH/6DRPC/NOR/1DPC/CART,Cartório/1DPC/6DRPC/NOROESTE/1DepPC/BELO HORIZONTE/PCMG,N,N,N
110013519,PCMG/BH/6DRPC/NOR/1DPC/INSP,Inspetoria/1DPC/6DRPC/NOROESTE/1DepPC/BELO HORIZONTE/PCMG,N,N,N
110003818,PCMG/BH/6DRPC/NOR/2DPC,2ª Delegacia de Polícia Civil - Gabinete/6DRPC/NOROESTE/1DepPC/BELO HORIZONTE/PCMG,N,N,N
110004708,PCMG/BH/6DRPC/NOR/2DPC/CART,Cartório/2DPC/6DRPC/NOROESTE/1DepPC/BELO HORIZONTE/PCMG,N,N,N
110004707,PCMG/BH/6DRPC/NOR/2DPC/INSPET,Inspetoria/2DPC/6DRPC/NOROESTE/1DepPC/BELO HORIZONTE/PCMG,N,N,N
110007830,PCMG/BH/6DRPC/NOR/2DPC/PROTOC,Protocolo/2DPC/6DRPC/NOROESTE/1DepPC/BELO HORIZONTE/PCMG,N,N,N
110003819,PCMG/BH/6DRPC/NOR/3DPC,3ª Delegacia de Polícia Civil - Gabinete/6DRPC/NOROESTE/1DepPC/BELO HORIZONTE/PCMG,N,N,N
110008195,PCMG/BH/6DRPC/NOR/3DPC/CART-A,Cartório A/3DPC/6DRPC/NOROESTE/1DepPC/BELO HORIZONTE/PCMG,N,N,N
110034009,PCMG/BH/6DRPC/NOR/3DPC/CART-B,Cartório B/3DPC/6DRPC/NOROESTE/1DepPC/BELO HORIZONTE/PCMG,N,N,N
110034010,PCMG/BH/6DRPC/NOR/3DPC/CART-C,Cartório C/3DPC/6DRPC/NOROESTE/1DepPC/BELO HORIZONTE/PCMG,N,N,N
110015427,PCMG/BH/6DRPC/NOR/3DPC/INSP,Inspetoria/3DPC/6DRPC/NOROESTE/1DepPC/BELO HORIZONTE/PCMG,N,N,N
110015428,PCMG/BH/6DRPC/NOR/3DPC/PROT,Setor de Protocolo/3DPC/6DRPC/NOROESTE/1DepPC/BELO HORIZONTE/PCMG,N,N,N
110003820,PCMG/BH/6DRPC/NOR/4DPC,4ª Delegacia de Polícia Civil - Gabinete/6DRPC/NOROESTE/1DepPC/BELO HORIZONTE/PCMG,N,N,N
110007818,PCMG/BH/6DRPC/NOR/4DPC/CH CART,Chefia de Cartório/4DPC/6DRPC/NOROESTE/1DepPC/BELO HORIZONTE/PCMG,N,N,N
110007817,PCMG/BH/6DRPC/NOR/4DPC/INSPET,Inspetoria/4DPC/6DRPC/NOROESTE/1DepPC/BELO HORIZONTE/PCMG,N,N,N
110007819,PCMG/BH/6DRPC/NOR/4DPC/PROTOC,Protocolo/4DPC/6DRPC/NOROESTE/1DepPC/BELO HORIZONTE/PCMG,N,N,N
110002546,PCMG/BH/6DRPC/NOROESTE,6ª Delegacia Regional de Polícia Civil/NOROESTE - Gabinete/1DepPC/BELO HORIZONTE/PCMG,N,N,N
110005697,PCMG/BH/6DRPC/NOROESTE/APOIO,Sala de Apoio à Regional/6DRPC/NOROESTE/1DepPC/BELO HORIZONTE/PCMG,N,N,N
110004716,PCMG/BH/6DRPC/NOROESTE/CH CART,Chefia de Cartório/6DRPC/NOROESTE/1DepPC/BELO HORIZONTE/PCMG,N,N,N
110004715,PCMG/BH/6DRPC/NOROESTE/INSPET,Inspetoria/6DRPC/NOROESTE/1DepPC/BELO HORIZONTE/PCMG,N,N,N
110005839,PCMG/BH/6DRPC/NOROESTE/PROTOC,Protocolo/6DRPC/NOROESTE/1DepPC/BELO HORIZONTE/PCMG,N,N,N
110001054,PCMG/CAPCMG,Chefia Adjunta da PCMG,N,N,N
110003840,PCMG/CAPELINHA/DPC/TRÂNS/CART,Cartório da Delegacia de Trânsito/2DRPC/CAPELINHA/14DepPC/PCMG,N,N,N
110027280,PCMG/CARAÍ/POSTO IDENTIFICAÇÃO,Posto de Identificação/CARAÍ/DPC/NOVO CRUZEIRO/1DRPC/TEÓFILO OTONI/15DepPC/PCMG,N,N,N
110013432,PCMG/CGPC/1ªCPP,1ª Comissão Processante Permanente/CGPC/PCMG,N,N,N
110002459,PCMG/CGPC/1ªSPC,1ª Subcorregedoria de Polícia - Gabinete/CGPC/PCMG,N,N,N
110020421,PCMG/CGPC/2ªCPP,2ª Comissão Processante Permanente/CGPC/PCMG,N,N,N
110002460,PCMG/CGPC/2ªSPC,2ª Subcorregedoria de Polícia - Gabinete/CGPC/PCMG,N,N,N
110013433,PCMG/CGPC/3ªCPP,3ª Comissão Processante Permanente/CGPC/PCMG,N,N,N
110002461,PCMG/CGPC/3ªSPC,3ª Subcorregedoria de Polícia - Gabinete/CGPC/PCMG,N,N,N
110027992,PCMG/CGPC/4ªCPP,4ª Comissão Processante Permanente/CGPC/PCMG,N,N,N
110002462,PCMG/CGPC/4ªSPC,4ª Subcorregedoria de Polícia - Gabinete/CGPC/PCMG,N,N,N
110002463,PCMG/CGPC/5ªSPC,5ª Subcorregedoria de Polícia - Gabinete/CGPC/PCMG,N,N,N
110013429,PCMG/CGPC/AIP,Agência de Inteligência Policial/SGPC/PCMG,N,N,N
110032535,PCMG/CGPC/ARQUIVO,Setor de Arquivo/CGPC/PCMG,N,N,N
110013430,PCMG/CGPC/CPD,Centro de Processamento de Despesas/CGPC/PCMG,N,N,N
110027959,PCMG/CGPC/CPE,Comissão Processante Especial/CGPC/PCMG,N,N,N
110032717,PCMG/CGPC/CPE/GAB,Comissão Processante Especial - Gabinete/CGPC/PCMG,N,N,N
110001074,PCMG/CGPC/GABINETE,Corregedoria-Geral de Polícia Civil - Gabinete/PCMG,N,N,N
110013428,PCMG/CGPC/INSPETORIA,Inspetoria/CGPC/PCMG,N,N,N
110032267,PCMG/CGPC/LAB-LD,Laboratório de Tecnologia Contra Lavagem de Dinheiro/CGPC/PCMG,N,N,N
110026046,PCMG/CGPC/NOP,"Núcleo de Orientação, Prevenção e Controle da Corregedoria-Geral de Polícia Civil",N,N,N
110002465,PCMG/CGPC/SAP,Setor de Atendimento às Partes da Corregedoria Geral de Polícia Civil de Minas Gerais,N,N,N
110002458,PCMG/CGPC/SGPC,Subcorregedoria Geral - Gabinete/CGPC/PCMG,N,N,N
110030411,PCMG/COE/CAP GABINETE,Gabinete - Coordenação de Apoio Pessoal/Coordenadoria de Operações Estratégicas/COE/PCMG,N,N,N
110029726,PCMG/COE/CAP INSPETORIA,Inspetoria/Coordenação de Apoio Pessoal/Coordenadoria de Operações Estratégicas/COE/PCMG,N,N,N
110015106,PCMG/COE/CAP/PUMA,Patrulha Unificada Metropolitana de Apoio/COE/BELO HORIZONTE/PCMG,N,N,N
110033334,PCMG/COE/CAT/CHEFIA-OPERACOES,Chefia-Operações - Coordenação Aerotática/Coordenadoria de Operações Estratégicas/COE/PCMG,N,N,N
110029779,PCMG/COE/CAT/CPD,CPD - Coordenação Aerotática/CAPCMG/PCMG,N,N,N
110029781,PCMG/COE/CAT/DRONES,RPA - Coordenação Aerotática/CAPCMG/PCMG,N,N,N
110032707,PCMG/COE/CAT/DRONES/INSTRUCAO,Instrução de aeronaves não tripuladas/RPA - Coordenação Aerotática/CAPCMG/PCMG,N,N,N
110030403,PCMG/COE/CAT/GABINETE,Gabinete - Coordenação Aerotática/Coordenadoria de Operações Estratégicas/COE/PCMG,N,N,N
110029776,PCMG/COE/CAT/GERAL,Geral - Coordenação Aerotática/CAPCMG/PCMG,N,N,N
110030404,PCMG/COE/CAT/INSPETORIA,Inspetoria/Coordenação Aerotática/Coordenadoria de Operações Estratégicas/COE/PCMG,N,N,N
110029777,PCMG/COE/CAT/MANUTEN,Manutenção - Coordenação Aerotática/CAPCMG/PCMG,N,N,N
110029780,PCMG/COE/CAT/OPERAÇ,OPERAÇÕES - Coordenação Aerotática/CAPCMG/PCMG,N,N,N
110029778,PCMG/COE/CAT/TASA,Tasa - Coordenação Aerotática/CAPCMG/PCMG,N,N,N
110029783,PCMG/COE/CAT/TREINAM,Treinamentos - Coordenação Aerotática/CAPCMG/PCMG,N,N,N
110002643,PCMG/COE/COC INSPETORIA,Inspetoria/Coordenação de Operações com Cães/Coordenadoria de Operações Estratégicas/COE/PCMG,N,N,N
110030405,PCMG/COE/COC/GABINETE,Gabinete - Coordenação de Operações com Cães/Coordenadoria de Operações Estratégicas/COE/PCMG,N,N,N
110030399,PCMG/COE/COORDENACAO ADJUNTA,COORDENACAO ADJUNTA/Coordenadoria de Operações Estratégicas/COE/PCMG,N,N,N
110030402,PCMG/COE/CORE GABINETE,Gabinete- Coordenação de Recursos Especiais/Coordenadoria de Operações Estratégicas/COE/PCMG,N,N,N
110027904,PCMG/COE/CORE/INSPETORIA,Inspetoria/Coordenação de Recursos Especiais/COE/PCMG,N,N,N
110033317,PCMG/COE/CORE/SAP,Setor de Atiradores de Precisão/Coordenação de Recursos Especiais/COE/PCMG,N,N,N
110033535,PCMG/COE/CORE/SEP,Setor Explisivista Policial/Coordenação de Recursos Especiais/COE/PCMG,N,N,N
110031115,PCMG/COE/CPD,Centro de Processamento de Despesas/Coordenadoria de Operações Estratégicas/COE/PCMG,N,N,N
110016266,PCMG/COE/GABINETE,Gabinete - Coordenadoria de Operações Estratégicas/COE/PCMG,N,N,N
110033019,PCMG/COE/INSPETORIA,Inspetoria/Coordenadoria de Operações Estratégicas/COE/PCMG,N,N,N
110027995,PCMG/COE/INTELIGENCIA,Inteligência da Coordenadoria de Recursos Especiais/COE/PCMG,N,N,N
110030647,PCMG/COE/PLANTAO,Plantão/Coordenadoria de Operações Estratégicas/COE/PCMG,N,N,N
110030401,PCMG/COE/SETOR ADMINISTRATIVO,Setor Administrativo/Coordenadoria de Operações Estratégicas/COE/PCMG,N,N,N
110032999,PCMG/COE/STE,Setor de Treinamento Especializado/COE/PCMG,N,N,N
110005359,PCMG/CONTAGEM/1DEPLAN,1ª Delegacia de Polícia de Plantão - Gabinete/1DRPC/CONTAGEM/2DepPC/PCMG,N,N,N
110005364,PCMG/CONTAGEM/1DEPLAN/CARTÓRIO,Cartório/1DPPLANTÃO/1DRPC/CONTAGEM/2DepPC,N,N,N
110005365,PCMG/CONTAGEM/1DEPLAN/EQUIPE,Equipe de Plantão/1DPPLANTÃO/1DRPC/CONTAGEM/2DepPC/PCMG,N,N,N
110004951,PCMG/CONTAGEM/1DPC,1ª Delegacia de Polícia Civil - Gabinete/1DRPC/CONTAGEM/2DepPC/PCMG,N,N,N
110005335,PCMG/CONTAGEM/1DPC/CARTÓRIO,Cartório/1DPC/1DRPC/CONTAGEM/2DepPC/PCMG,N,N,N
110005334,PCMG/CONTAGEM/1DPC/INSPETORIA,Inspetoria/1DPC/1DRPC/CONTAGEM/2DepPC/PCMG,N,N,N
110005337,PCMG/CONTAGEM/1DPC/PLANTÃO,Plantão/1DPC/1DRPC/CONTAGEM/2DepPC/PCMG,N,N,N
110005336,PCMG/CONTAGEM/1DPC/PROTOCOLO,Setor de Protocolo/1DPC/1DRPC/CONTAGEM/2DepPC/PCMG,N,N,N
110005360,PCMG/CONTAGEM/2DEPLAN,2ª Delegacia de Polícia de Plantão - Gabinete/1DRPC/CONTAGEM/2DepPC/PCMG,N,N,N
110005366,PCMG/CONTAGEM/2DEPLAN/CARTÓRIO,Cartório/2DPPLANTÃO/1DRPC/CONTAGEM/2DepPC/PCMG,N,N,N
110005367,PCMG/CONTAGEM/2DEPLAN/EQUIPE,Equipe de Plantão/2DPPLANTÃO/1DRPC/CONTAGEM/2DepPC/PCMG,N,N,N
110004952,PCMG/CONTAGEM/2DPC,2ª Delegacia de Polícia Civil - Gabinete/1DRPC/CONTAGEM/2DepPC/PCMG,N,N,N
110005339,PCMG/CONTAGEM/2DPC/CARTÓRIO,Cartório/2DPC/1DRPC/CONTAGEM/2DepPC/PCMG,N,N,N
110013453,PCMG/CONTAGEM/2DPC/CARTÓRIO2,Cartório 2/2DPC/1DRPC/CONTAGEM/2DepPC/PCMG,N,N,N
110033057,PCMG/CONTAGEM/2DPC/EQUIPES,Equipes/2DPC/1DRPC/CONTAGEM/2DepPC/PCMG,N,N,N
110005338,PCMG/CONTAGEM/2DPC/INSPETORIA,Inspetoria/2DPC/1DRPC/CONTAGEM/2DepPC/PCMG,N,N,N
110005340,PCMG/CONTAGEM/2DPC/PROTOCOLO,Protocolo/2DPC/1DRPC/CONTAGEM/2DepPC/PCMG,N,N,N
110005361,PCMG/CONTAGEM/3DEPLAN,3ª Delegacia de Polícia de Plantão - Gabinete/1DRPC/CONTAGEM/2DepPC/PCMG,N,N,N
110005368,PCMG/CONTAGEM/3DEPLAN/CARTÓRIO,Cartório/3DPPLANTÃO/1DRPC/CONTAGEM/2DepPC/PCMG,N,N,N
110005369,PCMG/CONTAGEM/3DEPLAN/EQUIPE,Equipe de Plantão/3DPPLANTÃO/1DRPC/CONTAGEM/2DepPC/PCMG,N,N,N
110005342,PCMG/CONTAGEM/3DPC/CARTÓRIO,Cartório/3DPC/1DRPC/CONTAGEM/2DepPC/PCMG,N,N,N
110004953,PCMG/CONTAGEM/3DPC/GABINETE,3ª Delegacia de Polícia Civil - Gabinete/1DRPC/CONTAGEM/2DepPC/PCMG,N,N,N
110005734,PCMG/CONTAGEM/3DPC/INSP,Inspetoria/3DPC/1DRPC/CONTAGEM/2DepPC/PCMG,N,N,N
110005341,PCMG/CONTAGEM/3DPC/INSPETORIA,Inspetoria/3DPC/1DRPC/CONTAGEM/2DepPC/PCMG,N,N,N
110005344,PCMG/CONTAGEM/3DPC/PLANTÃO,Plantão/3DPC/1DRPC/CONTAGEM/2DepPC/PCMG,N,N,N
110005343,PCMG/CONTAGEM/3DPC/PROTOCOLO,Protocolo/3DPC/1DRPC/CONTAGEM/2DepPC/PCMG,N,N,N
110005362,PCMG/CONTAGEM/4DEPLAN,4ª Delegacia de Polícia de Plantão - Gabinete/1DRPC/CONTAGEM/2DepPC/PCMG,N,N,N
110005375,PCMG/CONTAGEM/4DEPLAN/CARTÓRIO,Cartório/4DPPLANTÃO/1DRPC/CONTAGEM/2DepPC/PCMG,N,N,N
110005376,PCMG/CONTAGEM/4DEPLAN/EQUIPE,Equipe de Plantão/4DPPLANTÃO/1DRPC/CONTAGEM/2DepPC/PCMG,N,N,N
110004954,PCMG/CONTAGEM/4DPC,4ª Delegacia de Polícia Civil - Gabinete/1DRPC/CONTAGEM/2DepPC/PCMG,N,N,N
110005346,PCMG/CONTAGEM/4DPC/CARTÓRIO,Cartório/4DPC/1DRPC/CONTAGEM/2DepPC/PCMG,N,N,N
110005345,PCMG/CONTAGEM/4DPC/INSPETORIA,Inspetoria/4DPC/1DRPC/CONTAGEM/2DepPC/PCMG,N,N,N
110005347,PCMG/CONTAGEM/4DPC/PLANTÃO,Plantão/4DPC/1DRPC/CONTAGEM/2DepPC/PCMG,N,N,N
110005348,PCMG/CONTAGEM/4DPC/PROTOCOLO,Protocolo/4DPC/1DRPC/CONTAGEM/2DepPC/PCMG,N,N,N
110005363,PCMG/CONTAGEM/5DEPLAN,5ª Delegacia de Polícia de Plantão - Gabinete/1DRPC/CONTAGEM/2DepPC/PCMG,N,N,N
110005377,PCMG/CONTAGEM/5DEPLAN/CARTÓRIO,Cartório/5DPPLANTÃO/1DRPC/CONTAGEM/2DepPC/PCMG,N,N,N
110005378,PCMG/CONTAGEM/5DEPLAN/EQUIPE,Equipe de Plantão/5DPPLANTÃO/1DRPC/CONTAGEM/2DepPC/PCMG,N,N,N
110004955,PCMG/CONTAGEM/5DPC,5ª Delegacia de Polícia Civil - Gabinete/1DRPC/CONTAGEM/2DepPC/PCMG,N,N,N
110005350,PCMG/CONTAGEM/5DPC/CARTÓRIO,Cartório/5DPC/1DRPC/CONTAGEM/2DepPC/PCMG,N,N,N
110005349,PCMG/CONTAGEM/5DPC/INSPETORIA,Inspetoria/5DPC/1DRPC/CONTAGEM/2DepPC/PCMG,N,N,N
110005351,PCMG/CONTAGEM/5DPC/PROTOCOLO,Protocolo/5DPC/1DRPC/CONTAGEM/2DepPC/PCMG,N,N,N
110004956,PCMG/CONTAGEM/6DPC,6ª Delegacia de Polícia Civil - Gabinete/1DRPC/CONTAGEM/2DepPC/PCMG,N,N,N
110005353,PCMG/CONTAGEM/6DPC/CARTÓRIO,Cartório/6DPC/1DRPC/CONTAGEM/2DepPC/PCMG,N,N,N
110005352,PCMG/CONTAGEM/6DPC/INSPETORIA,Inspetoria/6DPC/1DRPC/CONTAGEM/2DepPC/PCMG,N,N,N
110005355,PCMG/CONTAGEM/6DPC/PLANTÃO,Plantão/6DPC/1DRPC/CONTAGEM/2DepPC/PCMG,N,N,N
110005354,PCMG/CONTAGEM/6DPC/PROTOCOLO,Setor de Protocolo/6DPC/1DRPC/CONTAGEM/2DepPC/PCMG,N,N,N
110004957,PCMG/CONTAGEM/7DPC,7ª Delegacia de Polícia Civil - Gabinete/1DRPC/CONTAGEM/2DepPC/PCMG,N,N,N
110005357,PCMG/CONTAGEM/7DPC/CARTÓRIOA,Cartório A/7DPC/1DRPC/CONTAGEM/2DepPC/PCMG,N,N,N
110032848,PCMG/CONTAGEM/7DPC/CARTÓRIOB,Cartório B/7DPC/1DRPC/CONTAGEM/2DepPC/PCMG,N,N,N
110005356,PCMG/CONTAGEM/7DPC/INSPETORIA,Inspetoria/7DPC/1DRPC/CONTAGEM/2DepPC/PCMG,N,N,N
110005358,PCMG/CONTAGEM/7DPC/PROTOCOLO,Setor de Protocolo e Almoxarifado/7DPC/1DRPC/CONTAGEM/2DepPC/PCMG,N,N,N
110005380,PCMG/CONTAGEM/ADIDA,Delegacia Adida ao Juizado Especial Criminal - Gabinete/1DRPC/CONTAGEM/2DepPC/PCMG,N,N,N
110005382,PCMG/CONTAGEM/ADIDA/CARTÓRIO,Cartório/ADIDA/1DRPC/CONTAGEM/2DepPC/PCMG,N,N,N
110005381,PCMG/CONTAGEM/ADIDA/INSPETORIA,Inspetoria/ADIDA/1DRPC/CONTAGEM/2DepPC/PCMG,N,N,N
110005383,PCMG/CONTAGEM/ADIDA/PROTOCOLO,Setor de Protocolo/ADIDA/1DRPC/CONTAGEM/2DepPC/PCMG,N,N,N
110004936,PCMG/CONTAGEM/CHEFIA CARTÓRIO,Chefia de Cartório/1DRPC/CONTAGEM/2DepPC/PCMG,N,N,N
110004958,PCMG/CONTAGEM/CIRETRAN,Circunscrição Regional de Trânsito - Gabinete/1DRPC/CONTAGEM/2DepPC/PCMG,N,N,N
110005399,PCMG/CONTAGEM/CIRETRAN/CNH,Setor de CNH/CIRETRAN/1DRPC/CONTAGEM/2DepPC/PCMG,N,N,N
110005401,PCMG/CONTAGEM/CIRETRAN/SLV,Setor de Liberação de Veículos/CIRETRAN/1DRPC/CONTAGEM/2DepPC/PCMG,N,N,N
110005398,PCMG/CONTAGEM/CIRETRAN/SRV,Setor de Registro de Veículos/CIRETRAN/1DRPC/CONTAGEM/2DepPC/PCMG,N,N,N
110005400,PCMG/CONTAGEM/CIRETRAN/SVV,Setor de Vistoria de Veículos/CIRETRAN/1DRPC/CONTAGEM/2DepPC/PCMG,N,N,N
110009432,PCMG/CONTAGEM/CPD,Centro de processamento de Despesas/1DRPC/CONTAGEM/2DepPC/PCMG,N,N,N
110005396,PCMG/CONTAGEM/DEAM/PLANTÃO,Plantão/DEAM/1DRPC/CONTAGEM/2DepPC/PCMG,N,N,N
110005384,PCMG/CONTAGEM/DOPCAD,Delegacia de Orientação e Proteção à Criança e ao Adolescente - Gabinete/1DRPC/CONTAGEM/2DepPC/PCMG,N,N,N
110005386,PCMG/CONTAGEM/DOPCAD/CARTÓRIO,Cartório/DOPCAD/1DRPC/CONTAGEM/2DepPC/PCMG,N,N,N
110005388,PCMG/CONTAGEM/DOPCAD/CPD,Centro de Processamento de Despesas/Almoxarifado/DOPCAD/1DRPC/CONTAGEM/2DepPC/PCMG,N,N,N
110005385,PCMG/CONTAGEM/DOPCAD/INSPET,Inspetoria/DOPCAD/1DRPC/CONTAGEM/2DepPC/PCMG,N,N,N
